aardvark,Aardvark
faithful,fidèle
faithfully,fidèlement
faithfulness,fidélité
faithless,déloyal
faithlessness,infidélité
faiths,croyances
fake,faux
faked,simulé
fakers,fakers
fakery,fakery
fakes,faux
faking,feindre
falcon,faucon
falconer,fauconnier
falconry,fauconnerie
falcons,faucons
fall,tomber
fallacies,sophismes
fallacious,fallacieux
fallacy,erreur
fallen,déchu
faller,Faller
fallers,tomber
fallguy,bouc émissaire
fallibility,faillibilité
fallible,faillible
falling,chute
fallopian,fallope
fallout,Tomber
fallow,jachère
falls,chutes
FALSE,faux
falsebay,falsebay
falsehood,mensonge
falsehoods,faussetés
falsely,faussement
falseness,fausseté
falser,falser
falsetto,fausset
falsifiability,falsifiabilité
falsifiable,falsifiable
falsification,falsification
falsifications,falsifications
falsified,falsifié
falsifier,falsificateur
falsifiers,falsificateurs
falsifies,falsifie
falsify,falsifier
falsifying,falsifier
falsities,faussetés
falsity,fausseté
falter,vaciller
faltered,hésité
faltering,chancelant
falteringly,chancelant
falters,faiblit
fame,célébrité
famed,célèbre
familial,familial
familiar,familier
familiarisation,familiarisation
familiarise,se familiariser
familiarised,familiarisé
familiarising,se familiariser
familiarities,familiarités
familiarity,familiarité
familiarly,familièrement
families,des familles
family,famille
famine,famine
famines,famines
famish,affamer
famished,affamé
famous,célèbre
famously,fameusement
fan,ventilateur
fanatic,fanatique
fanatical,fanatique
fanatically,fanatiquement
fanaticism,fanatisme
fanatics,fanatiques
fanbelt,courroie du ventilateur
fanciable,fancieux
fancied,imaginaire
fancier,amateur
fanciers,amateurs
fancies,fantaisies
fanciest,le plus chic
fanciful,fantaisiste
fancifully,fantaisiste
fancy,fantaisie
fancying,fancifier
fandango,fandango
fanfare,fanfare
fanfares,fanfares
fang,croc
fangs,crocs
fanlight,imposte
fanned,attisé
fanning,attiser
fanny,chatte
fans,Ventilateurs
fantail,fantail
fantails,fantail
fantasia,fantaisie
fantastic,fantastique
far,loin
farad,farad
faraday,Faraday
faraway,loin
farce,farce
farces,farces
farcical,grotesque
fare,tarif
fared,pris
fares,tarifs
farewell,adieu
farewells,adieux
farfetched,farfelu
farflung,farflung
faring,faring
farm,ferme
farmed,cultivé
farmer,agriculteur
farmers,Les agriculteurs
farmhouse,ferme
farmhouses,fermes
farming,agriculture
farmings,exploitations agricoles
farmland,les terres agricoles
farms,fermes
farmstead,ferme
farmsteads,fermes
farmyard,cour de ferme
farmyards,les cours de ferme
faroff,loin
farout,farout
farrago,Farrago
farreaching,occuper
farrier,maréchal
farriers,maréchaux
farrow,mettre bas
farseeing,clairvoyant
farsighted,hypermétrope
farther,plus loin
farthest,le plus éloigné
farthing,farthing
farthings,farthings
fascia,fascia
fascias,fascias
fascinate,fasciner
fascinated,fasciné
fascinates,fascine
fascinating,fascinant
fascinatingly,fascinante
fascination,fascination
fascinations,fascinations
fascism,fascisme
fascist,fasciste
fascists,fascistes
fashion,mode
fashionable,à la mode
fashionably,à la mode
fashioned,façonné
fashioning,façonner
"fashions              ,",modes
fast,vite
fasted,jeûné
fasten,boucler
fastened,attaché
fastener,attache
fasteners,attaches
fastening,fixation
fastenings,fermetures
fastens,s'attache
faster,Plus vite
fastest,le plus rapide
fastidious,délicat
fastidiously,méticuleusement
fastidiousness,délicatesse
fasting,jeûne
fastings,des jeûnes
fastness,solidité
fastnesses,solidités
fasts,les jeûnes
fat,graisse
fatal,fatal
fatalism,fatalisme
fatalist,fataliste
fatalistic,fataliste
fatalistically,fatalement
fatalities,fatalités
fatality,Fatalité
fatally,mortellement
fatcat,gros chat
fate,sort
fated,condamné
fateful,fatidique
fates,destins
fatheadedness,fatheadedness
father,père
fathered,engendré
fatherhood,paternité
fathering,paternité
fatherinlaw,beau-père
fatherland,patrie
fatherless,orphelin
fatherly,paternel
fathers,pères
fathersinlaw,Fathersinlaw
fathom,brasse
fathomed,sondé
fathoming,fathoming
fathomless,insondable
fathoms,brasses
fatigue,fatigue
fatigued,fatigué
fatigues,fatigues
fatiguing,fatigant
fatless,sans gras
fatness,embonpoint
fats,les graisses
fatted,graissé
fatten,engraisser
fattened,engraissé
fattening,engraissement
fattens,se fend
fatter,plus grosse
fattest,plus gros
fattier,plus gras
fattiest,le plus gros
fatty,gras
fatuity,fatuité
fatuous,stupide
fatuously,sottement
fatwa,fatwa
faucet,robinet
faucets,robinets
fault,faute
faulted,fauché
faulting,faute
faultless,irréprochable
faultlessly,sans faute
faults,défauts
faulty,défectueux
faun,faune
fauna,faune
faunal,faune
faunas,faunes
fauns,faunes
faust,faust
faustus,faustus
favour,favoriser
favourable,favorable
favourably,favorablement
favoured,favorisé
favouring,favoriser
favourite,préféré
favourites,favoris
favouritism,favoritisme
favours,faveurs
fawn,faon
fawned,fawned
fawning,fawning
fawningly,faussement
fawns,faons
fax,fax
faxed,faxé
faxes,télécopies
faxing,télécopie
fealty,fealty
fear,peur
feared,craignait
fearful,craintif
fearfully,craintivement
fearfulness,effroi
fearing,craignant
fearless,sans peur
fearlessly,sans crainte
fearlessness,intrépidité
fears,craintes
fearsome,redoutable
fearsomely,terriblement
fearsomeness,peur
feasibility,faisabilité
feasible,réalisable
feasibly,faisablement
feast,le banquet
feasted,festoyé
feasting,festoyer
feasts,fêtes
feat,exploit
feather,plume
feathered,à plumes
feathering,plumage
featherlight,légère comme une plume
feathers,plumes
featherweight,poids plume
feathery,plumeux
feats,prouesses
feature,fonctionnalité
featured,En vedette
featureless,sans traits
features,fonctionnalités
featuring,avec
febrile,fébrile
february,février
feckless,incapable
fecklessness,impertinence
fecund,fécond
fecundity,fécondité
fed,nourris
federal,fédéral
federalism,fédéralisme
federalist,fédéraliste
federalists,fédéralistes
federally,fédéral
federate,fédérer
federated,fédéré
federation,fédération
federations,fédérations
fedora,feutre
feds,fédéraux
fedup,marre
fee,frais
feeble,faible
feebleminded,faible d'esprit
feebleness,faiblesse
feebler,plus faible
feeblest,le plus faible
"feebly             ,",faiblement
feed,alimentation
feedback,retour d'information
feeder,chargeur
feeders,mangeoires
feeding,alimentation
feedings,tétées
feeds,flux
feedstock,matière première
feedstuffs,les aliments
feel,ressentir
feeler,palpeur
feelers,palpeurs
feeling,sentiment
feelingly,avec émotion
feelings,sentiments
feels,se sent
fees,honoraires
feet,pieds
feign,feindre
feigned,feint
feigning,feindre
feigns,feinte
feint,feinte
feinted,feinte
feinting,feindre
feints,feintes
feldspar,feldspath
feldspars,feldspaths
felicia,felicia
felicitation,félicitations
felicitations,félicitations
felicities,félicités
felicitous,heureux
felicity,félicité
feline,félin
felines,félins
fell,est tombée
fellatio,fellation
felled,abattu
feller,abatteur
felling,abattage
fellow,compagnon
fellows,camarades
fellowship,camaraderie
fellowships,bourses
fells,les cellules
felon,criminel
felonious,criminel
felons,félons
felony,crime
felt,se sentait
feltpen,feutre
female,femelle
femaleness,la féminité
females,les femelles
feminine,féminin
femininely,féminin
femininity,la féminité
feminism,féminisme
feminist,féministe
feminists,féministes
femur,fémur
femurs,fémurs
fen,marais
fence,clôture
fenced,clôturé
fencepost,poteau de clôture
fencer,escrimeur
fencers,tireurs
fences,clôtures
fencing,escrime
fencings,clôtures
fend,repousser
fended,fendu
fender,aile
fenders,ailes
fending,fendant
fends,se sent
fenland,Fenland
fennel,fenouil
fens,fens
feral,sauvage
ferment,fermenter
fermentation,fermentation
fermented,fermenté
fermenting,fermentation
ferments,ferments
fermion,fermion
fermions,fermions
fern,fougère
ferns,fougères
ferny,ferny
ferocious,féroce
ferociously,férocement
ferociousness,férocité
ferocity,férocité
ferret,furet
ferreted,fureté
ferreting,furetage
ferrets,furets
ferric,ferrique
ferried,transporté
ferries,ferries
ferrite,ferrite
ferromagnetic,ferromagnétique
ferrous,ferreux
ferrule,virole
ferry,traversier
ferrying,convoyage
ferryman,passeur
fertile,fertile
fertilisation,fertilisation
fertilise,fertiliser
fertilised,fertilisé
fertiliser,engrais
fertilisers,les engrais
fertilises,fertiliser
fertilising,fertilisation
fertility,la fertilité
fervent,fervent
fervently,avec ferveur
fervid,fervent
fervidly,fervement
fervour,ferveur
fescue,fétuque
fest,fête
festal,de fête
fester,suppurer
festered,suppuré
festering,suppurer
festers,festers
festival,Festival
festivals,festivals
festive,de fête
festivities,festivités
festivity,festivité
festoon,feston
festooned,festonné
festooning,festonnage
festoons,festons
fetal,fœtal
fetch,chercher
fetched,récupéré
fetches,extractions
fetching,aller chercher
fete,fête
feted,fêté
fetes,fêtes
fetid,fétide
fetish,fétiche
fetishes,fétiches
fetishism,fétichisme
fetishist,fétichiste
fetishistic,fétichiste
fetishists,fétichistes
fetlock,boulet
fetlocks,fetlocks
fetter,entraver
fettered,enchaîné
fetters,fers
fettle,forme
fetus,fœtus
feud,querelle
feudal,féodal
feudalism,féodalisme
feuded,feudé
feuding,feuding
feudist,féodal
feuds,querelles
fever,fièvre
fevered,enfiévré
feverish,fébrile
feverishly,fiévreusement
fevers,fièvres
few,peu
fewer,moins
fewest,le moins
fewness,peu
fez,fez
fiance,fiancé
fiancee,fiancée
fiasco,fiasco
fiat,décret
fib,mensonge
fibbed,fibbed
fibber,menteur
fibbers,les fibres
fibbing,fibbing
fibers,fibres
fibre,fibre
fibreboard,panneau de fibres
fibred,fibré
fibreglass,fibre de verre
fibres,fibres
fibrillating,fibrillation
fibrillation,fibrillation
fibroblast,fibroblaste
fibroblasts,fibroblastes
fibrosis,fibrose
fibrous,fibreux
fibs,mensonge
fibula,fibule
fiche,fiche
fiches,des fiches
fickle,inconstant
fickleness,inconstance
fiction,fiction
fictional,fictif
fictions,fictions
fictitious,fictif
fictive,fictif
ficus,ficus
fiddle,violon
fiddled,criquet
fiddler,violoneux
fiddlers,violoneux
fiddles,violons
"fiddlesticks                 ,",fiddlesticks
fiddling,jouer du violon
fiddlings,violons
fiddly,fiddly
fidelity,fidélité
fidget,remuer
fidgeted,remué
fidgeting,gigoter
fidgets,remue
fidgety,agité
fiduciary,fiduciaire
fief,fief
fiefdom,fief
fiefdoms,fiefs
fiefs,fiefs
field,champ
fielded,sur le terrain
fielder,voltigeur
fielders,Fielders
fielding,en campagne
fields,des champs
fieldwork,terrain
fieldworker,travailleurs des champs
fieldworkers,travailleurs de terrain
fiend,démon
fiendish,diabolique
fiendishly,diaboliquement
fiends,démons
fierce,féroce
fiercely,violemment
fierceness,férocité
fiercer,féroce
fiercest,féroce
fierier,fierier
fieriest,le plus fou
fierily,furieusement
fiery,ardent
fiesta,fiesta
fiestas,fiestas
fife,fifre
fifes,fifes
fifteen,quinze
fifteenth,quinzième
fifth,cinquième
fifthly,cinquièmement
fifths,cinquièmes
fifties,fifties
fiftieth,cinquantième
fifty,cinquante
fig,figue
fight,bats toi
fightback,se défendre
fighter,combattant
fighters,combattants
fighting,combat
fights,combats
figleaf,feuille de figuier
figment,invention
figments,figments
figs,figues
figtree,figuier
figural,figuratif
figuration,figuration
figurative,figuratif
figuratively,métaphoriquement
figure,figure
figured,figuré
figurehead,figure de proue
figureheads,figures de proue
figurer,distinct
figures,chiffres
figurine,figurine
figurines,figurines
figuring,figurer
fiji,Fidji
fijians,Fidjiens
filament,filament
filamentary,filamentaire
